Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type6,Soil_Type10,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type17,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type35,Soil_Type38,Soil_Type39,Soil_Type40,Cover_Type,eDist_to_Hydrology,human_presence,Total_Hillshade_mean,Horizontal_Distance_To_Roadways_Log,Hillshade_Noon_Elevation_ratio,Hillshade_9am_Elevation_ratio
2379,268,28,170,113,1471,138,238,232,782,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,204.1298606279836,2253,202.66666666666666,7.294377299288821,0.1,0.05798319327731093
2404,286,10,242,138,1385,193,240,186,738,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,278.5821243367923,2123,206.33333333333334,7.234177179749849,0.0997920997920998,0.08024948024948025
2463,317,24,424,193,1159,150,212,198,666,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,465.8594208556912,1825,186.66666666666666,7.05617528410041,0.08603896103896104,0.060876623376623376
2481,356,6,516,211,1048,210,229,157,661,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,557.4737661989127,1709,198.66666666666666,6.955592608396297,0.09226430298146655,0.08460918614020951
2234,147,11,0,0,446,235,239,133,1022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1468,202.33333333333334,6.102558594613569,0.10693512304250559,0.10514541387024609
2379,140,24,247,138,258,247,224,90,1819,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,282.936388610585,2077,187.0,5.556828061699537,0.09411764705882353,0.10378151260504202
2354,124,33,190,113,297,253,196,42,1834,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,221.06333933965624,2131,163.66666666666666,5.697093486505405,0.08322717622080679,0.10743099787685775
2337,120,35,162,96,319,253,188,30,1842,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,188.30825791770258,2161,157.0,5.768320995793772,0.08041060735671514,0.10821214713430283
2318,119,35,134,77,339,254,185,27,1851,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,154.5477272560163,2190,155.33333333333334,5.8289456176102075,0.07977576541612764,0.10952996981457525
2299,120,34,108,58,361,254,191,35,1860,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,122.58874336577564,2221,160.0,5.8916442118257715,0.08304347826086957,0.11043478260869566
2283,123,31,85,42,384,254,199,47,1869,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,94.81033698917012,2253,166.66666666666666,5.953243334287785,0.08712784588441332,0.11120840630472854
2269,125,28,67,28,408,253,208,62,1879,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72.61542535852834,2287,174.33333333333334,6.013715156042802,0.09162995594713656,0.11145374449339207
2258,125,25,60,17,433,252,213,73,1869,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62.36184731067546,2302,179.33333333333334,6.073044534100405,0.09428950863213811,0.11155378486055777
2225,108,8,0,0,510,233,232,130,1809,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2319,198.33333333333334,6.236369590203704,0.10422282120395328,0.10467205750224619
2223,36,6,0,0,537,220,226,143,1790,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2327,196.33333333333334,6.2878585601617845,0.10161870503597123,0.09892086330935251
2402,18,31,283,-10,760,179,158,100,1493,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,283.17662332897464,2253,145.66666666666666,6.634633357861686,0.0657511444028298,0.0744902205576363
2386,77,14,0,0,914,237,214,105,957,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1871,185.33333333333334,6.818924065275521,0.0896522832006703,0.09928780896522832
2437,333,17,255,69,1087,179,216,175,830,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,264.1703995530158,1917,190.0,6.992096427415888,0.08859721082854799,0.0734208367514356
2444,330,9,366,172,1230,198,229,170,741,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,404.40079129497263,1971,199.0,7.115582126184454,0.09366053169734151,0.08098159509202454
2239,106,8,0,0,1445,235,230,127,408,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1853,197.33333333333334,7.27655640271871,0.10267857142857142,0.10491071428571429
2240,332,7,30,-6,1448,204,231,167,400,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30.59411708155671,1848,200.66666666666666,7.278628942320682,0.10307898259705489,0.09103078982597054
2197,13,9,0,0,1423,211,221,146,552,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1975,192.66666666666666,7.261225091971921,0.1005459508644222,0.09599636032757052
2316,292,19,295,150,1348,164,233,208,872,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,330.94561486745823,2220,201.66666666666666,7.207118856207756,0.10056107034958998,0.07078118256365991
2340,353,9,210,57,1275,204,224,158,1008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,217.59825366946308,2283,195.33333333333334,7.151485463904735,0.09568560444254592,0.08714224690303289
2283,19,13,0,0,1195,210,212,137,1205,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2400,186.33333333333334,7.086737934510577,0.09281961471103327,0.09194395796847636
2305,298,25,85,25,1172,142,222,216,1290,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,88.60022573334675,2462,193.33333333333334,7.067319848653476,0.09627059843885516,0.06157849089332177
2385,348,22,446,115,955,174,199,160,1140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,460.5876680937083,2095,177.66666666666666,6.862757913051401,0.08340318524727577,0.07292539815590947
2308,11,32,153,38,664,168,157,110,630,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,157.64834283937145,1294,145.0,6.499787040655854,0.06799480294499784,0.07275877003031615
2299,28,35,216,71,577,183,142,72,450,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,227.36974292988063,1027,132.33333333333334,6.359573868672378,0.06173913043478261,0.07956521739130434
2973,311,14,234,44,1401,181,229,188,3187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,238.10081898221182,4588,199.33333333333334,7.2456550675945355,0.07700067249495629,0.06086079354404842
2928,141,6,30,0,1834,229,238,143,466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,30.0,2300,203.33333333333334,7.51479976048867,0.08125640150221919,0.07818368043700921
2944,35,18,360,55,2379,215,197,112,1513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,364.17715469260287,3892,174.66666666666666,7.77485576666552,0.06689303904923599,0.0730050933786078
2374,87,26,127,49,268,247,188,54,671,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,136.12494260788506,939,163.0,5.594711379601839,0.07915789473684211,0.104
2306,8,7,0,0,384,212,226,152,836,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1220,196.66666666666666,5.953243334287785,0.09796272214997832,0.09189423493714781
2257,342,2,0,0,1566,214,235,159,1074,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2640,202.66666666666666,7.356918242356021,0.10407440212577503,0.09477413640389726
2473,142,19,495,220,899,244,232,109,655,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,541.6871790987858,1554,195.0,6.802394763324311,0.09377526273241714,0.09862570735650768
2230,111,10,0,0,467,237,229,122,957,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1424,196.0,6.148468295917647,0.10264455401165397,0.10623038995965935
2228,319,5,0,0,446,206,235,168,979,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1425,203.0,6.102558594613569,0.10542844324809332,0.0924181247196052
2239,339,26,30,5,404,154,191,170,1026,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30.4138126514911,1430,171.66666666666666,6.003887067106539,0.08526785714285715,0.06875
2360,67,10,295,153,127,231,219,120,1409,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,332.3161145656346,1536,190.0,4.852030263919617,0.09275730622617535,0.09783989834815757
2358,130,29,212,117,255,252,209,62,1797,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,242.1425200166216,2052,174.33333333333334,5.545177444479562,0.08859686307757525,0.10682492581602374
2343,124,33,182,102,277,253,196,42,1805,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,208.6336502101231,2082,163.66666666666666,5.627621113690637,0.08361774744027303,0.10793515358361774
2308,116,33,124,67,319,254,188,33,1822,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,140.9432509913121,2141,158.33333333333334,5.768320995793772,0.08142052836725855,0.11000433087916847
2274,115,29,67,33,366,254,197,48,1841,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74.68600939935136,2207,166.33333333333334,5.905361848054571,0.0865934065934066,0.11164835164835164
2260,121,27,42,19,391,253,207,64,1851,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46.09772228646444,2242,174.66666666666666,5.971261839790462,0.09155241043785936,0.11189739053516143
2228,95,9,0,0,470,234,227,124,1852,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2322,195.0,6.154858094016418,0.10183938986092418,0.10497981157469717
2239,321,23,67,19,636,156,211,192,1740,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69.6419413859206,2376,186.33333333333334,6.456769655572163,0.09419642857142857,0.06964285714285715
2416,315,29,309,217,720,130,202,205,1583,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,377.58442764499705,2303,179.0,6.580639137284949,0.08357467935457179,0.05378568473314026
2451,86,7,190,33,819,230,229,132,1126,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,192.84449693989197,1945,197.0,6.709304340258298,0.0933931484502447,0.09380097879282219
2255,130,23,0,0,1411,250,220,85,457,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1868,185.0,7.252762418053187,0.0975177304964539,0.11081560283687943
2244,351,10,30,-6,1415,202,223,159,437,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30.59411708155671,1852,194.66666666666666,7.255591274253665,0.09933184855233854,0.08997772828507795
2212,104,11,0,0,1426,239,226,117,516,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1942,194.0,7.2633296174768365,0.10212381382738364,0.10799819249887031
2207,12,14,30,0,1405,205,210,140,553,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30.0,1958,185.0,7.2485040723706105,0.09510869565217392,0.09284420289855072
2226,345,21,95,32,1361,175,203,163,661,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100.24470060806208,2022,180.33333333333334,7.216709486709457,0.09115401885945218,0.07858105074090704
2273,284,23,212,99,1332,149,233,221,782,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,233.97649454592656,2114,201.0,7.195187320178709,0.10246262093227793,0.06552330694810905
2292,17,16,0,0,1224,206,206,134,1215,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2439,182.0,7.110696122978827,0.08983863933711295,0.08983863933711295
2369,340,24,285,63,1110,163,199,170,1320,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,291.88011237492697,2430,177.33333333333334,7.01301578963963,0.0839662447257384,0.06877637130801688
2323,358,31,201,53,677,157,167,136,571,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,207.87015177749788,1248,153.33333333333334,6.519147287940395,0.07185886402753873,0.06755593803786575
3293,335,5,42,3,4111,209,233,163,3814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,42.1070065428546,7925,201.66666666666666,8.321664807135,0.07073466909532483,0.06344869459623557
3294,0,5,60,5,4082,212,230,156,3824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,60.207972893961475,7906,199.33333333333334,8.314587291319576,0.06980273141122914,0.06433990895295903
3286,45,2,124,5,3907,220,234,150,3889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,124.10076550932311,7796,201.33333333333334,8.270781013162674,0.07118953452996654,0.06693033160937024
3281,38,11,402,89,960,220,216,130,2197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,411.7341375208036,3157,188.66666666666666,6.8679744089702925,0.06581352833638025,0.06703229737964655
2962,153,15,95,23,1608,237,239,128,470,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,97.74456506629922,2078,201.33333333333334,7.3833681469923835,0.08066149173135335,0.07998650016874789
2862,130,16,127,33,2215,245,229,108,842,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,131.21737689803132,3057,194.0,7.703459047867175,0.07998602864128536,0.08557457212713937
2822,340,14,108,19,2522,190,219,167,1106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,109.65856099730654,3628,192.0,7.833203948641057,0.077577045696068,0.06730428622033298
2310,58,8,0,0,342,226,224,132,819,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1161,194.0,5.8377304471659395,0.09692773691042839,0.09779316313284292
2315,322,17,30,9,391,174,221,186,875,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31.32091952673165,1266,193.66666666666666,5.971261839790462,0.09542314335060449,0.07512953367875648
2378,340,26,255,126,1231,155,192,170,1101,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,284.43101096751036,2332,172.33333333333334,7.116394144093465,0.0807061790668348,0.06515342580916351
2309,39,24,108,62,1429,213,181,92,1144,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124.53112060846478,2573,162.0,7.265429723253953,0.07835497835497836,0.09220779220779221
2301,31,33,85,57,1452,191,150,73,1142,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,102.34256201600583,2594,138.0,7.2813856635702825,0.06516072980017376,0.08297132927888792
2255,305,10,0,0,1648,194,235,181,960,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2608,203.33333333333334,7.407924322559599,0.10416666666666667,0.08599290780141844
2371,224,33,162,105,1426,157,248,209,716,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,193.05180651835403,2142,204.66666666666666,7.2633296174768365,0.1045531197301855,0.06618887015177066
2466,287,15,361,196,1167,176,238,202,612,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,410.776094728016,1779,205.33333333333334,7.0630481633881725,0.09647344953384678,0.0713417105796514
2348,131,29,210,107,234,252,211,66,1768,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,235.68835355188853,2002,176.33333333333334,5.459585514144159,0.08982545764154959,0.10727969348659004
2316,119,32,150,75,277,254,195,42,1784,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,167.70509831248424,2061,163.66666666666666,5.627621113690637,0.08416055243849806,0.10962451445835132
2301,116,31,120,60,300,254,194,42,1793,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,134.16407864998737,2093,163.33333333333334,5.707110264748875,0.0842745438748914,0.1103388357949609
2285,113,30,90,44,324,254,194,44,1802,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100.17983829094555,2126,164.0,5.783825182329737,0.08486439195100612,0.1111111111111111
2269,110,28,60,28,350,254,196,49,1812,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66.2117814289874,2162,166.33333333333334,5.860786223465865,0.08634361233480176,0.11189427312775331
2253,111,25,30,12,376,253,204,63,1822,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32.31098884280702,2198,173.33333333333334,5.932245187448011,0.09050576752440107,0.11224489795918367
2241,114,20,0,0,402,249,216,86,1833,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2235,183.66666666666666,5.998936561946683,0.09634255129348795,0.11106155218554861
2250,328,27,95,29,626,145,198,187,1765,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,99.32774033471213,2391,176.66666666666666,6.440946540632921,0.08796090626388271,0.06441581519324745
2416,114,16,42,10,778,246,222,99,1477,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43.174066289845804,2255,189.0,6.658011045870748,0.09184940008274721,0.10177906495655771
2449,345,18,60,17,782,181,208,164,1341,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62.36184731067546,2123,184.33333333333334,6.663132695990803,0.08489795918367347,0.07387755102040816
2390,65,4,0,0,847,223,231,143,1024,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1871,199.0,6.742880635791903,0.09661229611041405,0.0932664157256378
2392,40,7,0,0,859,221,224,139,1008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,1867,194.66666666666666,6.756932389247553,0.09360635185959047,0.09235269536147096
2392,319,14,60,6,886,182,226,183,979,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,60.29925372672534,1865,197.0,6.787844982309579,0.09444212285833682,0.07605516088591725
2442,302,18,228,70,1003,166,229,202,902,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,238.5036687348855,1905,199.0,6.911747300251674,0.09373720835038886,0.06794924273434302
2452,0,8,283,87,1041,209,226,155,888,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,296.0709374457412,1929,196.66666666666666,6.948897222313312,0.0921320831634733,0.08520179372197309
2219,90,17,0,0,1410,243,211,92,525,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1935,182.0,7.252053951852814,0.09504504504504505,0.10945945945945947
2237,344,23,85,38,1339,169,199,165,658,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,93.1074647920348,1997,177.66666666666666,7.200424892944957,0.08891867739052725,0.07551385165326184
2329,49,28,90,51,1282,218,168,66,1142,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,103.4456378974,2424,150.66666666666666,7.1569563646156364,0.07210300429184549,0.09356223175965665
2299,34,15,0,0,1253,216,206,121,1226,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2479,181.0,7.134093721192866,0.08956521739130435,0.09391304347826086
2298,356,8,30,6,1245,208,226,156,1254,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30.59411708155671,2499,196.66666666666666,7.1276936993473985,0.09830361026533276,0.09047411918225315
2320,256,20,67,17,1224,169,248,215,1338,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,69.12307863514182,2562,210.66666666666666,7.110696122978827,0.1068504954760879,0.07281344248168893
2359,299,14,162,53,1206,180,234,194,1441,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,170.4494059831245,2647,202.66666666666666,7.095893221097532,0.09915254237288136,0.07627118644067797
2382,39,24,218,112,778,213,181,92,782,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,245.08773939142694,1560,162.0,6.658011045870748,0.07595467897608058,0.08938313050776332
2373,43,26,212,103,765,214,172,78,752,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,235.69683918118207,1517,154.66666666666666,6.641182169740591,0.07245155855096883,0.09014321819713564
2342,0,31,228,72,706,159,166,131,573,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,239.0983061420553,1279,152.0,6.561030665896573,0.07084933845497225,0.0678617157490397
3297,351,6,85,7,4089,210,230,159,3852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,85.28774824088158,7941,199.66666666666666,8.316300249036848,0.06973923590054579,0.06367495451788963
2883,131,13,192,45,2187,241,232,118,812,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,197.20294115453754,2999,197.0,7.690743163541872,0.08044382801664356,0.08356449375866852
2892,314,14,85,1,2722,183,229,186,1350,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,85.00588214941364,4072,199.33333333333334,7.909489492673759,0.07915658486000691,0.0632561354994815
2260,352,27,30,1,1683,164,184,151,872,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30.01666203960727,2555,166.33333333333334,7.428927194802272,0.08137992038920831,0.0725342768686422
2266,354,27,30,8,1653,166,183,147,850,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31.04834939252005,2503,165.33333333333334,7.4109518755836366,0.08072342302602559,0.07322452580502867
2264,12,22,0,0,1624,192,190,128,828,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2452,170.0,7.393263094763838,0.08388520971302428,0.0847682119205298
2458,193,16,497,188,987,216,251,164,573,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,531.3689866749846,1560,210.33333333333334,6.895682697747868,0.10207401382675885,0.08784058560390402
2470,188,7,497,217,902,221,246,159,589,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,542.3080305509038,1491,208.66666666666666,6.805722553416985,0.09955483609874545,0.08943747470659652
2242,82,16,0,0,446,240,211,96,895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1341,182.33333333333334,6.102558594613569,0.09407044137316095,0.1069995541685243
2345,157,24,240,104,192,239,235,111,1732,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,261.56452358834906,1924,195.0,5.262690188904886,0.10017050298380221,0.10187553282182438
2337,136,27,210,96,212,250,218,78,1739,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,230.9025768587263,1951,182.0,5.3612921657094255,0.0932420872540633,0.10692899914456801
2308,115,29,150,67,258,254,197,47,1756,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,164.28329190760695,2014,166.0,5.556828061699537,0.08531831961888263,0.11000433087916847
2292,112,28,120,51,283,254,198,51,1765,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,130.3878828726044,2048,167.66666666666666,5.648974238161206,0.08634976013955517,0.11077191452245966
2277,108,26,90,36,309,253,198,55,1774,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,96.93296652842108,2083,168.66666666666666,5.736572297479192,0.08691834942932397,0.11106233538191396
2263,100,25,60,22,335,251,198,59,1784,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63.90618123468183,2119,169.33333333333334,5.817111159963204,0.08745583038869258,0.11086572438162544
2250,91,22,30,9,362,247,200,72,1794,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31.32091952673165,2156,173.0,5.8944028342648505,0.0888494002665482,0.10972900932918703
